eID,dID,efID,elID,jID,Attrition,DailyRate,DistanceFromHome,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobSatisfaction,MonthlyIncome,NumCompaniesWorked,OverTime,PerformanceRating,TotalWorkingYears,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,ExperienceLevel,burnout_rate,AnnualIncome
959,2,1,4,5,No,943,9,4,86,3,4,8500,0,0,3,10,2,9,7,1,6,Senior,2.6,102000
960,2,1,4,2,No,523,2,3,98,3,4,4661,1,0,3,9,3,9,8,8,8,Senior,2.6,55932
961,1,4,4,1,No,1018,1,3,66,3,1,4103,0,0,3,10,3,9,3,1,7,Senior,2.0,49236
962,2,1,3,2,No,482,4,3,87,3,3,4249,1,1,3,9,3,9,6,1,1,Senior,2.6,50988
963,3,1,4,6,No,770,5,3,84,3,2,14026,1,1,3,33,3,33,9,0,10,Senior,2.4,168312
964,1,1,1,1,No,1009,2,2,31,3,1,6893,3,0,3,11,3,7,7,1,7,Senior,1.8,82716
965,1,3,1,1,No,507,15,3,66,3,1,6125,1,0,3,10,4,10,8,9,6,Senior,2.2,73500
966,2,3,2,3,No,882,19,4,67,3,4,3669,3,0,3,7,2,3,2,1,2,Mid-level,2.6,44028
967,2,3,3,4,Yes,601,7,3,53,2,1,10008,7,1,3,31,2,10,9,5,9,Senior,1.8,120096
968,2,1,3,3,No,329,1,2,88,3,2,2387,3,0,4,7,3,4,2,0,3,Mid-level,2.0,28644
969,1,4,4,1,No,607,7,1,83,4,1,4639,2,0,3,17,2,15,7,6,13,Senior,1.6,55668
970,2,1,4,4,No,855,4,4,54,3,4,7898,1,0,3,11,3,10,9,0,8,Senior,2.8,94776
971,1,3,4,7,No,1291,11,3,98,4,4,2534,8,0,3,5,3,1,0,0,0,Junior,2.8,30408
972,2,5,1,4,No,1405,11,4,82,2,2,13142,3,0,3,29,2,5,2,0,3,Mid-level,2.0,157704
973,2,1,4,3,No,1124,1,4,97,3,4,1611,1,0,3,0,4,0,0,0,0,Junior,3.0,19332
974,2,3,4,3,No,817,1,4,60,2,4,5363,0,0,3,10,3,9,7,0,0,Senior,2.6,64356
975,1,1,2,1,No,793,2,4,43,1,4,5071,3,0,4,8,3,6,2,0,0,Mid-level,2.4,60852
976,1,4,3,1,Yes,267,13,1,85,4,3,13695,6,1,3,24,2,19,7,3,8,Senior,2.2,164340
977,2,1,4,4,No,1369,23,4,68,3,2,13402,4,1,3,33,3,19,16,15,9,Senior,2.6,160824
978,2,5,2,2,No,999,26,1,92,2,3,2029,1,0,4,5,3,5,4,0,0,Mid-level,1.8,24348
979,2,3,2,5,No,1202,2,2,89,4,3,6377,5,0,4,15,3,12,11,11,8,Senior,2.4,76524
980,2,3,4,3,No,285,29,2,86,3,3,5429,4,0,3,10,3,8,7,7,7,Senior,2.2,65148
981,1,1,4,7,Yes,703,2,3,90,2,4,2785,7,0,3,3,4,1,0,0,0,Junior,2.6,33420
982,1,4,3,1,Yes,662,18,4,67,3,3,4614,0,1,3,5,2,4,2,3,2,Mid-level,2.6,55368
983,2,1,4,2,No,693,7,4,57,4,3,2610,1,0,3,4,3,4,2,0,3,Mid-level,2.8,31320
984,2,5,3,5,No,404,2,3,98,3,4,6687,1,0,3,14,4,14,11,4,11,Senior,2.8,80244
985,1,1,4,1,No,736,26,3,48,2,1,4724,1,0,3,5,3,5,3,0,4,Mid-level,1.8,56688
986,2,3,3,4,Yes,330,22,4,98,3,3,6179,1,1,3,10,2,10,2,6,7,Senior,2.6,74148
987,1,1,3,1,No,1498,21,1,44,2,4,6120,3,1,3,8,4,5,4,1,4,Mid-level,2.4,73440
988,1,4,4,1,No,541,2,2,52,3,2,10596,2,0,3,14,3,4,2,3,2,Mid-level,2.0,127152
989,2,1,4,2,No,1200,22,4,75,3,4,5467,3,1,3,12,2,6,2,3,3,Mid-level,2.8,65604
990,2,1,2,2,No,1439,4,3,54,3,3,2996,7,1,3,8,3,6,4,1,3,Mid-level,2.6,35952
991,1,1,2,1,No,1111,5,2,61,3,4,9998,6,0,3,8,4,5,4,1,2,Mid-level,2.6,119976
992,1,4,2,1,No,499,2,3,36,3,2,4078,0,1,3,4,2,3,2,1,2,Mid-level,2.2,48936
993,2,1,1,5,No,1485,25,3,71,3,3,10920,3,0,4,13,3,6,4,0,5,Mid-level,2.4,131040
994,1,1,2,1,No,1372,18,1,93,4,3,6232,2,0,3,6,2,3,2,1,2,Mid-level,2.0,74784
995,2,3,1,4,No,322,28,4,59,4,3,13247,2,1,3,24,2,5,3,0,2,Mid-level,2.8,158964
996,2,3,4,2,No,930,6,1,73,2,3,4081,1,1,3,20,1,20,7,1,8,Senior,1.6,48972
997,1,4,4,1,No,205,10,4,98,2,4,5769,1,1,3,6,3,6,2,4,4,Mid-level,2.8,69228
998,2,1,3,2,Yes,135,17,4,51,3,3,2394,1,1,3,8,3,8,2,7,7,Senior,2.8,28728
999,2,3,2,2,No,683,2,1,36,2,4,3904,0,0,3,5,3,4,3,1,1,Mid-level,2.0,46848
1000,3,6,4,6,No,1147,10,3,31,3,1,16799,0,0,3,21,3,20,7,0,9,Senior,2.0,201588
1001,2,2,3,3,No,258,8,3,54,3,1,2950,9,0,3,12,1,5,4,0,4,Mid-level,1.6,35400
1002,2,3,4,3,No,1462,11,1,94,3,3,3629,4,0,3,8,3,3,2,0,2,Mid-level,2.0,43548
1003,2,1,1,4,No,200,18,3,60,3,4,9362,2,0,3,10,3,2,2,2,2,Junior,2.6,112344
1004,2,5,4,3,No,949,1,1,81,3,4,3229,4,0,3,7,2,3,2,0,2,Mid-level,2.0,38748
1005,2,2,4,3,No,652,7,3,100,4,1,3578,0,0,3,8,3,7,7,0,7,Senior,2.2,42936
1006,3,2,4,9,No,332,17,2,51,2,1,7988,1,0,3,10,2,10,9,0,9,Senior,1.4,95856
1007,2,1,1,3,Yes,1475,28,1,97,2,1,4284,3,0,4,20,3,4,3,1,3,Mid-level,1.4,51408
1008,2,2,2,5,Yes,337,14,3,84,3,4,7553,0,1,3,9,3,8,7,7,7,Senior,2.8,90636
1009,2,3,4,8,No,971,1,4,54,3,4,17328,6,0,3,29,2,20,7,12,7,Senior,2.6,207936
1010,2,3,4,8,No,1055,1,4,76,3,1,19701,3,1,4,32,3,9,8,1,5,Senior,2.4,236412
1011,2,3,3,8,No,1136,1,2,81,4,4,14732,2,0,3,31,4,7,7,0,0,Senior,2.8,176784
1012,1,4,3,1,No,1174,3,1,99,3,2,9278,3,1,3,15,3,5,4,0,1,Mid-level,2.0,111336
1013,1,1,3,7,Yes,667,1,2,50,1,3,1359,1,0,3,1,3,1,0,0,0,Junior,1.8,16308
1014,1,4,3,1,No,855,7,4,73,3,1,4779,7,0,3,8,3,3,2,0,2,Mid-level,2.2,57348
1015,2,1,5,8,No,182,8,1,93,3,2,16422,3,0,3,9,4,3,2,1,0,Mid-level,2.0,197064
1016,2,2,3,2,No,560,1,4,91,3,1,2996,5,0,3,10,3,4,3,1,3,Mid-level,2.2,35952
1017,2,1,4,2,Yes,202,8,1,34,2,2,1261,1,0,3,1,4,1,0,0,0,Junior,1.8,15132
1018,2,1,2,3,No,1377,11,2,91,3,1,2099,0,0,3,6,4,5,0,1,4,Mid-level,2.0,25188
1019,2,1,3,3,No,172,4,1,37,2,4,5810,1,0,3,10,2,10,4,1,8,Senior,1.8,69720
1020,1,4,3,1,No,329,16,3,98,2,1,5647,4,0,3,11,2,3,2,0,2,Mid-level,1.6,67764
1021,2,5,4,2,No,465,1,1,74,3,4,3420,7,0,3,17,2,6,5,1,2,Mid-level,2.0,41040
1022,1,1,1,7,Yes,383,9,1,68,2,1,4400,3,0,3,6,3,3,2,2,2,Mid-level,1.4,52800
1023,2,5,1,3,No,1413,5,3,84,4,3,3500,0,0,3,7,1,6,5,1,3,Mid-level,2.2,42000
1024,2,1,1,2,No,1255,1,1,90,3,1,2066,2,0,4,5,4,3,2,1,0,Mid-level,1.8,24792
1025,2,3,3,8,No,359,2,1,82,3,3,17169,3,0,3,26,4,20,17,5,6,Senior,2.2,206028
1026,1,3,2,1,No,1476,4,4,42,3,3,4162,1,1,3,5,3,5,4,0,3,Mid-level,2.8,49944
1027,1,4,5,1,No,601,7,4,97,3,4,9204,4,0,3,7,2,4,3,0,3,Mid-level,2.6,110448
1028,2,1,4,3,No,401,1,4,86,2,2,3294,5,0,3,7,2,5,4,0,2,Mid-level,2.0,39528
1029,2,3,5,2,No,1283,5,2,90,4,3,2127,2,1,3,7,2,4,2,0,3,Mid-level,2.4,25524
1030,2,2,3,3,No,663,9,3,81,3,3,3975,3,0,3,11,4,8,7,0,7,Senior,2.6,47700
1031,1,1,1,1,No,326,8,1,31,3,4,10793,1,0,3,13,3,13,7,9,9,Senior,2.2,129516
1032,1,4,4,1,Yes,377,9,1,52,3,4,10096,4,0,3,28,4,7,7,4,3,Senior,2.4,121152
1033,2,1,4,3,Yes,592,2,1,54,2,1,3646,2,1,4,11,4,1,0,0,0,Junior,1.8,43752
1034,2,1,5,4,Yes,1445,1,3,100,4,2,7446,1,0,3,10,3,10,8,4,7,Senior,2.4,89352
1035,2,3,4,5,No,1038,20,2,95,1,1,10851,2,1,3,24,3,7,7,0,7,Senior,1.6,130212
1036,3,3,1,9,No,1398,8,4,96,4,2,2109,9,0,3,8,3,3,2,0,2,Mid-level,2.6,25308
1037,2,1,4,3,Yes,523,2,2,94,3,4,3722,6,1,3,7,1,2,2,2,2,Junior,2.2,44664
1038,2,5,4,4,No,1448,29,2,55,3,4,9380,4,1,3,10,4,3,1,1,2,Mid-level,2.8,112560
1039,1,4,4,1,No,1221,7,3,96,3,1,5486,4,0,3,15,3,2,2,2,2,Junior,2.0,65832
1040,3,5,3,9,Yes,1107,9,1,52,3,3,2742,1,0,3,2,3,2,2,2,2,Junior,2.0,32904
1041,2,3,2,8,No,218,8,4,55,2,2,13757,2,0,3,16,3,9,8,4,8,Senior,2.2,165084
1042,1,3,4,1,No,866,5,4,84,3,1,8463,0,0,3,6,3,5,4,1,3,Mid-level,2.2,101556
1043,2,1,4,3,No,981,5,3,90,2,3,3162,3,0,3,7,3,5,2,0,3,Mid-level,2.2,37944
1044,2,3,4,8,No,447,2,4,39,4,2,16598,4,0,3,35,2,9,8,8,8,Senior,2.4,199176
1045,2,5,3,5,No,1495,5,1,96,3,3,6651,2,0,3,20,2,3,2,1,2,Mid-level,1.8,79812
1046,2,3,4,2,No,896,2,3,68,3,3,2345,2,0,3,8,4,3,1,1,2,Mid-level,2.6,28140
1047,2,1,4,2,No,1467,20,4,49,3,2,3420,1,0,3,6,2,5,2,1,3,Mid-level,2.2,41040
1048,1,3,4,1,No,430,7,4,54,3,1,4373,0,0,3,5,3,4,3,0,3,Mid-level,2.2,52476
1049,1,2,4,1,No,1326,3,4,81,1,1,4759,3,0,3,15,3,13,9,3,12,Senior,1.8,57108
1050,1,1,2,1,No,1358,16,4,96,3,3,5301,8,0,3,4,2,2,1,2,2,Junior,2.4,63612
1051,2,3,1,3,No,748,9,1,74,3,4,3673,1,0,3,12,3,12,9,5,8,Senior,2.2,44076
1052,1,4,5,1,No,383,1,1,79,3,3,4768,7,0,3,11,2,1,0,0,0,Junior,1.8,57216
1053,2,5,4,2,No,990,7,3,64,3,3,1274,1,0,3,1,2,1,0,0,0,Junior,2.2,15288
1054,2,1,1,2,No,405,1,2,93,4,3,4900,0,0,4,13,2,12,9,2,8,Senior,2.2,58800
1055,2,1,3,5,No,1490,7,3,35,3,2,10466,3,0,3,29,3,8,7,0,7,Senior,2.2,125592
1056,2,3,4,8,No,829,15,2,71,3,1,17007,7,0,3,16,2,14,8,6,9,Senior,1.6,204084
1057,1,5,4,7,Yes,1496,1,1,92,3,3,2909,3,0,3,5,4,3,2,1,2,Mid-level,2.2,34908
1058,1,5,4,1,Yes,115,13,1,51,3,2,5765,5,0,3,7,1,5,3,0,0,Mid-level,1.4,69180
1059,1,3,3,1,Yes,790,24,1,40,2,2,4599,0,1,4,16,4,15,9,10,10,Senior,2.0,55188
1060,1,1,2,7,No,660,7,4,76,3,3,2404,1,0,3,1,3,1,0,0,0,Junior,2.6,28848
1061,2,3,4,3,Yes,381,9,2,89,3,1,3172,2,1,3,4,2,0,0,0,0,Junior,1.8,38064
1062,1,1,1,7,No,830,13,4,78,3,2,2033,1,0,3,1,3,1,0,0,0,Junior,2.4,24396
1063,2,3,2,4,No,1193,2,2,86,3,3,10209,5,1,3,16,2,2,2,2,2,Junior,2.2,122508
1064,1,1,4,1,No,1246,19,3,77,2,3,8620,1,0,3,10,3,10,7,0,4,Senior,2.2,103440
1065,3,1,4,9,No,330,1,3,46,3,3,2064,0,0,4,6,4,5,3,1,3,Mid-level,2.6,24768
1066,2,1,3,5,No,1229,4,4,30,3,3,4035,0,1,3,4,3,3,2,1,2,Mid-level,2.8,48420
1067,2,3,3,3,No,1099,4,1,82,2,2,3838,8,0,3,8,3,5,4,0,2,Mid-level,1.6,46056
1068,1,3,4,1,No,571,14,3,78,3,3,4591,3,1,3,11,2,5,4,1,2,Mid-level,2.4,55092
1069,2,3,1,3,Yes,289,2,3,38,2,1,2561,7,0,3,8,2,0,0,0,0,Junior,1.6,30732
1070,2,1,4,2,No,1423,1,1,72,2,3,1563,1,0,3,1,1,1,0,0,0,Junior,1.4,18756
1071,1,1,4,1,No,467,7,3,55,3,1,4898,0,0,3,5,3,4,2,1,3,Mid-level,2.0,58776
1072,2,3,1,3,No,271,3,3,43,2,1,4789,4,0,4,10,3,3,2,1,2,Mid-level,1.8,57468
1073,2,1,2,3,No,410,2,4,97,3,2,3180,0,0,3,4,3,3,2,0,2,Mid-level,2.4,38160
1074,2,1,2,4,No,1083,29,3,96,1,2,6549,1,0,3,8,2,8,6,1,7,Senior,1.6,78588
1075,2,1,5,5,No,516,8,4,69,3,3,6388,2,1,3,14,3,0,0,0,0,Junior,2.8,76656
1076,2,3,4,6,No,495,10,3,64,3,4,11244,2,0,4,10,4,5,2,0,0,Mid-level,2.8,134928
1077,2,3,3,6,No,1050,11,2,87,3,4,16032,3,0,4,26,3,14,9,1,12,Senior,2.4,192384
1078,2,5,3,2,Yes,224,1,1,100,2,1,2362,6,0,3,11,1,9,7,0,7,Senior,1.0,28344
1079,2,1,4,8,No,136,28,4,32,3,1,16328,3,0,3,24,4,20,6,14,17,Senior,2.4,195936
1080,2,1,4,4,No,1089,6,2,32,3,2,8376,4,0,3,9,3,2,0,2,2,Junior,2.0,100512
1081,1,1,4,6,No,228,3,3,51,3,2,16606,8,0,3,23,4,13,12,5,1,Senior,2.4,199272
1082,2,1,4,5,No,1029,16,4,91,2,2,8606,1,0,3,11,1,11,8,3,3,Senior,1.8,103272
1083,2,1,2,3,No,507,20,1,97,3,3,2272,0,0,3,5,3,4,3,1,2,Mid-level,2.0,27264
1084,2,1,3,3,Yes,676,9,4,86,3,1,2018,3,0,3,15,1,5,4,1,0,Mid-level,1.8,24216
1085,1,5,4,1,No,971,1,4,64,2,3,7083,1,1,3,10,3,10,9,8,6,Senior,2.6,84996
1086,2,1,4,2,Yes,561,3,4,33,3,3,4084,1,0,3,7,1,7,2,7,7,Senior,2.2,49008
1087,2,3,5,8,No,333,22,3,88,1,4,14411,1,1,3,32,3,32,6,13,9,Senior,2.4,172932
1088,1,5,1,7,No,1440,7,2,55,3,3,2308,0,1,4,12,3,11,10,5,7,Senior,2.4,27696
1089,2,3,4,3,No,1210,2,3,68,2,2,4841,4,0,3,4,3,1,0,0,0,Junior,2.0,58092
1090,2,3,4,2,No,674,13,1,47,3,4,4285,1,0,3,10,3,10,8,3,7,Senior,2.2,51420
1091,2,2,2,5,No,441,8,3,39,1,1,9715,3,0,3,9,3,7,7,0,7,Senior,1.6,116580
1092,2,1,4,4,No,575,25,4,44,2,2,4320,1,0,3,5,3,5,3,0,2,Mid-level,2.2,51840
1093,2,5,4,2,No,950,28,4,97,3,4,2132,4,0,4,8,3,5,4,0,3,Mid-level,2.8,25584
1094,2,1,4,5,No,288,2,4,40,3,4,10124,2,1,3,24,1,20,8,13,9,Senior,2.6,121488
1095,1,3,1,1,No,1342,9,1,47,3,1,5473,0,0,3,9,4,8,4,7,1,Senior,1.8,65676
1096,2,1,3,3,No,589,28,2,79,3,3,5207,1,1,3,15,3,15,14,5,7,Senior,2.4,62484
1097,3,3,1,6,No,898,6,3,38,3,4,16437,1,1,4,21,3,21,7,7,7,Senior,2.8,197244
1098,2,5,1,3,No,350,21,3,57,2,1,2296,0,0,3,2,3,1,1,0,0,Junior,1.8,27552
1099,2,1,1,5,No,1142,8,4,72,3,4,4069,3,1,3,8,3,2,2,2,2,Junior,3.0,48828
1100,2,5,3,5,No,538,1,1,66,3,2,7441,1,0,3,10,3,10,8,7,7,Senior,1.8,89292
1101,1,1,3,7,No,1402,28,2,98,2,3,2430,0,0,4,6,3,5,3,4,2,Mid-level,2.0,29160
1102,2,1,1,2,No,824,5,4,67,2,2,5878,3,0,3,12,3,7,1,2,5,Senior,2.2,70536
1103,1,1,3,7,No,1157,2,3,70,3,4,2644,3,1,4,7,2,3,2,1,2,Mid-level,2.6,31728
1104,1,1,3,1,No,492,16,3,96,3,3,6439,8,0,3,18,3,8,7,7,7,Senior,2.4,77268
1105,2,1,4,2,No,598,9,3,91,4,3,2451,6,0,3,5,2,1,0,0,0,Junior,2.4,29412
1106,1,1,3,1,No,1242,8,1,46,3,1,6392,2,0,3,8,1,2,2,2,2,Junior,1.2,76704
1107,1,1,4,1,Yes,740,1,2,64,2,1,9714,1,0,3,10,3,10,8,6,7,Senior,1.6,116568
1108,3,6,3,9,No,888,10,3,71,3,3,6077,3,0,3,10,3,6,3,1,2,Mid-level,2.4,72924
1109,2,3,4,3,No,992,1,4,68,2,1,2450,1,0,3,3,3,3,0,1,2,Mid-level,2.0,29400
1110,1,5,3,1,No,1288,29,3,33,3,2,9250,3,0,3,9,3,4,2,1,3,Mid-level,2.2,111000
1111,2,1,4,3,Yes,104,2,1,69,3,1,2074,1,1,3,1,3,1,0,0,0,Junior,1.8,24888
1112,2,5,5,4,Yes,607,2,3,78,2,4,10169,0,0,3,34,3,33,7,1,9,Senior,2.4,122028
1113,2,3,4,4,Yes,903,2,3,81,3,2,4855,4,0,3,7,3,5,2,1,4,Mid-level,2.2,58260
1114,2,5,3,2,No,1200,1,4,62,3,1,4087,4,0,3,9,2,6,5,1,2,Mid-level,2.0,49044
1115,2,2,3,2,No,1108,15,3,65,3,1,2367,8,0,3,10,2,8,2,7,6,Senior,1.8,28404
1116,2,3,3,2,No,479,7,1,35,3,4,2972,1,0,3,1,1,1,0,0,0,Junior,1.8,35664
1117,1,4,5,6,No,685,26,3,60,2,4,19586,1,0,4,36,3,36,6,2,13,Senior,2.4,235032
1118,2,1,3,2,No,1351,1,2,45,3,4,5484,9,0,3,9,2,2,2,2,1,Junior,2.2,65808
1119,2,1,4,2,No,474,3,1,89,3,4,2061,1,0,4,1,3,1,0,0,0,Junior,2.2,24732
1120,1,1,4,1,No,1245,14,3,80,3,2,9924,0,0,3,10,3,9,8,7,7,Senior,2.2,119088
1121,1,1,4,1,No,437,16,2,90,3,2,4198,2,0,3,8,4,3,2,1,2,Mid-level,2.2,50376
1122,1,1,3,1,No,884,1,2,73,3,3,6815,6,0,3,15,3,1,0,0,0,Junior,2.2,81780
1123,2,3,2,3,No,1370,3,2,87,3,1,4723,1,1,3,10,3,10,9,1,5,Senior,2.0,56676
1124,2,3,3,5,No,670,10,1,51,3,3,6142,3,1,3,10,3,5,2,0,4,Mid-level,2.2,73704
1125,1,3,4,1,No,1462,6,4,38,4,3,8237,2,0,3,11,3,7,6,7,6,Senior,2.8,98844
1126,2,1,2,5,No,995,2,1,87,3,4,8853,1,0,3,6,4,6,4,1,3,Mid-level,2.4,106236
1127,1,4,4,6,No,264,9,3,59,3,3,19331,4,1,3,27,3,1,0,0,0,Junior,2.6,231972
1128,2,5,4,2,No,977,10,4,45,4,3,2073,2,0,3,4,3,2,2,2,2,Junior,2.8,24876
1129,2,1,3,3,No,1302,6,1,80,4,1,5562,3,1,3,9,3,3,2,0,2,Mid-level,2.0,66744
1130,2,2,1,6,No,1059,9,4,93,2,4,19613,8,0,4,24,3,1,0,0,1,Junior,2.6,235356
1131,2,1,4,3,No,750,28,2,46,4,3,3407,1,0,3,10,2,10,9,6,8,Senior,2.2,40884
1132,2,5,3,5,No,653,10,4,92,2,3,5063,1,0,3,8,2,8,2,7,7,Senior,2.2,60756
1133,1,1,1,1,No,118,14,4,84,3,1,4639,1,0,3,5,3,5,4,1,2,Mid-level,2.2,55668
1134,2,5,4,3,No,990,27,4,87,4,2,4876,5,0,3,8,3,6,4,0,2,Mid-level,2.6,58512
1135,2,1,1,3,No,1349,7,3,63,2,4,2690,1,0,3,1,2,1,0,0,1,Junior,2.2,32280
1136,1,1,3,6,No,563,1,4,56,4,1,17567,1,0,3,27,1,26,0,0,12,Senior,2.0,210804
1137,2,3,4,3,Yes,329,24,3,51,3,2,2408,1,1,3,1,3,1,1,0,0,Junior,2.4,28896
1138,2,2,1,2,No,457,26,2,85,2,3,2814,1,1,3,4,2,4,2,1,3,Mid-level,2.0,33768
1139,2,3,5,5,No,1234,20,2,41,3,3,11245,2,1,3,32,3,30,8,12,13,Senior,2.4,134940
1140,2,2,3,2,No,634,5,2,35,4,4,3312,3,0,3,6,3,3,2,0,2,Mid-level,2.6,39744
1141,2,3,4,8,No,1313,7,2,31,3,4,19049,0,1,3,23,2,22,7,1,10,Senior,2.4,228588
1142,2,3,4,2,No,241,7,2,48,2,2,2141,1,0,3,6,2,6,4,1,1,Mid-level,1.6,25692
1143,2,3,5,3,No,1015,5,3,50,1,1,5769,1,1,3,10,3,10,7,1,4,Senior,1.8,69228
1144,1,4,4,1,No,336,26,1,52,2,1,4385,1,0,3,10,3,10,7,4,5,Senior,1.4,52620
1145,1,2,3,1,No,715,2,4,54,3,1,5332,7,0,3,10,3,5,2,0,3,Mid-level,2.2,63984
1146,2,1,3,4,No,559,12,3,76,3,3,4663,9,1,3,7,3,3,2,1,1,Mid-level,2.6,55956
1147,2,1,3,4,No,426,10,3,42,4,4,4724,1,0,3,9,3,9,7,7,2,Senior,2.8,56688
1148,2,1,3,3,No,722,25,3,84,3,1,3211,1,0,3,10,2,9,6,1,4,Senior,1.8,38532
1149,2,3,5,4,No,1387,10,2,76,3,1,5377,2,0,3,10,3,7,7,7,7,Senior,1.8,64524
1150,2,2,4,3,No,1302,19,4,67,2,1,4066,1,0,3,7,3,7,7,0,7,Senior,2.0,48792
1151,2,1,5,2,No,819,18,2,48,4,1,5208,1,0,3,16,3,16,15,1,10,Senior,2.0,62496
1152,2,3,4,4,No,580,27,2,39,1,1,4877,0,0,4,6,2,5,3,0,0,Mid-level,1.2,58524
1153,2,3,2,2,No,546,5,3,97,3,4,3117,1,0,3,3,3,2,2,2,2,Junior,2.6,37404
1154,1,3,1,7,Yes,544,3,2,70,3,4,1569,1,1,3,0,4,0,0,0,0,Junior,2.8,18828
1155,3,1,3,6,No,1176,26,4,98,3,3,19658,3,0,3,27,3,5,2,1,0,Mid-level,2.6,235896
1156,2,3,1,3,No,170,3,3,76,2,3,3069,0,0,3,11,3,10,8,0,7,Senior,2.2,36828
1157,2,1,4,4,No,884,15,1,80,2,3,10435,1,0,3,18,3,18,15,14,12,Senior,1.8,125220
1158,2,1,3,5,No,208,8,3,52,3,3,4148,1,0,3,15,3,14,11,2,9,Senior,2.4,49776
1159,2,1,4,4,No,671,19,3,85,3,3,5768,3,0,3,9,2,4,3,0,2,Mid-level,2.2,69216
1160,2,3,4,4,No,711,4,1,81,3,3,5042,0,0,3,10,1,9,2,3,8,Senior,1.6,60504
1161,2,2,1,4,No,1329,2,4,59,2,4,5770,1,0,3,10,3,10,7,3,9,Senior,2.6,69240
1162,2,3,1,4,No,397,2,4,54,2,3,7756,3,1,3,10,4,5,4,0,2,Mid-level,2.8,93072
1163,1,3,4,1,Yes,737,10,4,55,2,1,10306,9,0,3,15,3,13,12,6,0,Senior,2.0,123672
1164,2,3,4,2,No,1470,10,2,71,3,2,3936,1,0,3,8,1,8,4,7,7,Senior,1.6,47232
1165,2,1,4,4,No,448,16,3,84,3,4,7945,6,1,3,18,2,4,2,3,3,Mid-level,2.6,95340
1166,3,6,5,9,No,602,1,1,37,3,4,5743,4,1,3,14,3,10,7,0,2,Senior,2.4,68916
1167,2,3,5,6,No,365,4,3,89,2,4,15202,2,0,4,23,3,2,2,2,2,Junior,2.4,182424
1168,1,3,1,1,Yes,763,15,1,59,1,4,5440,6,1,3,7,2,2,2,2,2,Junior,1.8,65280
1169,2,5,2,2,No,567,2,1,32,3,4,3760,1,1,3,6,3,6,3,1,3,Mid-level,2.4,45120
1170,2,3,4,2,No,486,8,2,86,4,3,3517,7,0,3,5,3,3,2,0,2,Mid-level,2.4,42204
1171,2,3,4,2,No,591,2,4,87,3,4,2580,2,0,3,6,2,4,2,1,2,Mid-level,2.6,30960
1172,2,1,4,3,Yes,1329,7,1,73,3,1,2166,3,1,3,10,1,4,2,0,3,Mid-level,1.4,25992
1173,1,3,4,1,No,469,10,3,42,2,3,5869,9,0,3,8,3,5,2,1,4,Mid-level,2.2,70428
1174,2,1,3,5,No,711,5,2,42,3,1,8008,4,0,3,9,3,3,2,0,2,Mid-level,1.8,96096
1175,2,1,2,4,No,772,2,4,77,4,3,5206,1,0,3,7,3,7,7,0,7,Senior,2.8,62472
1176,2,3,4,4,No,492,12,4,66,3,2,5295,4,0,4,7,3,5,4,1,0,Mid-level,2.4,63540
1177,2,2,3,8,No,301,22,1,72,3,2,16413,3,0,3,27,3,4,2,1,2,Mid-level,1.8,196956
1178,2,1,5,8,No,813,17,4,50,2,1,13269,5,0,3,19,3,14,11,1,11,Senior,2.0,159228
1179,1,3,4,7,No,1141,2,3,31,3,3,2783,1,0,3,2,3,2,2,2,2,Junior,2.4,33396
1180,2,1,4,2,No,1130,3,4,66,3,2,5433,1,0,3,11,3,11,8,7,9,Senior,2.4,65196
1181,2,1,4,3,No,311,7,1,77,3,2,2013,2,0,3,15,3,4,3,1,3,Mid-level,1.8,24156
1182,2,1,2,5,No,465,6,3,41,2,3,13966,2,1,3,30,3,15,11,2,12,Senior,2.4,167592
1183,2,3,3,4,No,894,1,4,33,2,3,4374,0,0,3,4,3,3,2,1,2,Mid-level,2.4,52488
1184,2,1,1,5,No,1040,3,4,79,4,1,6842,6,0,4,13,3,5,4,0,4,Mid-level,2.4,82104
1185,2,3,5,6,No,584,22,2,91,3,3,17426,3,0,4,36,3,10,8,4,7,Senior,2.2,209112
1186,2,1,1,8,No,1291,15,3,65,2,3,17603,1,0,4,14,3,14,10,6,11,Senior,2.2,211236
1187,1,2,3,1,Yes,880,12,4,36,3,4,4581,3,1,4,13,4,11,9,6,7,Senior,3.2,54972
1188,2,1,4,2,No,1189,1,4,90,3,4,4735,7,0,3,19,4,13,11,2,9,Senior,3.0,56820
1189,1,3,4,1,No,991,5,1,43,2,2,4187,1,1,3,10,2,10,0,0,9,Senior,1.6,50244
1190,1,3,3,1,No,392,2,4,93,3,4,5505,1,0,3,6,3,6,2,0,4,Mid-level,2.8,66060
1191,2,3,4,2,No,977,2,4,45,3,2,5470,0,0,3,10,2,9,5,1,6,Senior,2.2,65640
1192,1,1,3,1,No,1112,5,1,67,3,4,5476,1,0,3,10,3,10,0,0,2,Senior,2.2,65712
1193,2,3,4,3,No,464,16,4,74,3,1,2587,4,1,3,17,2,2,2,2,2,Junior,2.2,31044
1194,2,3,4,3,No,148,2,4,42,2,2,2440,1,0,4,4,3,4,3,3,3,Mid-level,2.2,29280
1195,1,1,3,6,No,1225,2,2,47,4,2,15972,6,0,3,29,3,3,2,1,2,Mid-level,2.2,191664
