eID,dID,efID,elID,jID,MonthlyIncome,DailyRate,HourlyRate,MonthlyRate,JobSatisfaction,JobInvolvement,PerformanceRating,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,NumCompaniesWorked,TrainingTimesLastYear,DistanceFromHome,Attrition,OverTime
1176,2,3,4,4,5295,492,66,7693,2,3,4,3,5,4,1,0,4,3,12,No,0
1177,2,2,3,8,16413,301,72,3498,2,3,3,3,4,2,1,2,3,2,22,No,0
1178,2,1,5,8,13269,813,50,21981,1,2,3,3,14,11,1,11,5,3,17,No,0
1179,1,3,4,7,2783,1141,31,13251,3,3,3,3,2,2,2,2,1,3,2,No,0
1180,2,1,4,2,5433,1130,66,19332,2,3,3,3,11,8,7,9,1,2,3,No,0
1181,2,1,4,3,2013,311,77,10950,2,3,3,3,4,3,1,3,2,4,7,No,0
1182,2,1,2,5,13966,465,41,11652,3,2,3,3,15,11,2,12,2,3,6,No,1
1183,2,3,3,4,4374,894,33,15411,3,2,3,3,3,2,1,2,0,6,1,No,0
1184,2,1,1,5,6842,1040,79,26308,1,4,4,3,5,4,0,4,6,3,3,No,0
1185,2,3,5,6,17426,584,91,18685,3,3,4,3,10,8,4,7,3,6,22,No,0
1186,2,1,1,8,17603,1291,65,3525,3,2,4,3,14,10,6,11,1,3,15,No,0
1187,1,2,3,1,4581,880,36,10414,4,3,4,4,11,9,6,7,3,2,12,Yes,1
1188,2,1,4,2,4735,1189,90,9867,4,3,3,4,13,11,2,9,7,4,1,No,0
1189,1,3,4,1,4187,991,43,3356,2,2,3,2,10,0,0,9,1,3,5,No,1
1190,1,3,3,1,5505,392,93,3921,4,3,3,3,6,2,0,4,1,5,2,No,0
1191,2,3,4,2,5470,977,45,25518,2,3,3,2,9,5,1,6,0,4,2,No,0
1192,1,1,3,1,5476,1112,67,22589,4,3,3,3,10,0,0,2,1,2,5,No,0
1193,2,3,4,3,2587,464,74,24941,1,3,3,2,2,2,2,2,4,2,16,No,1
1194,2,3,4,3,2440,148,42,23826,2,2,4,3,4,3,3,3,1,3,2,No,0
1195,1,1,3,6,15972,1225,47,21086,2,4,3,3,3,2,1,2,6,2,2,No,0
1196,2,1,4,6,15379,809,36,22384,3,3,3,3,8,7,0,0,4,2,1,No,0
1197,1,1,1,1,7082,1206,80,11591,3,3,3,3,2,0,0,2,3,2,23,No,1
1198,1,1,2,7,2728,727,54,21082,1,3,3,3,2,2,0,2,1,3,9,No,0
1199,1,1,4,1,5368,530,36,16130,4,3,4,3,6,5,1,2,1,2,16,No,1
1200,2,1,3,5,5347,1351,80,7419,3,3,3,2,3,2,0,2,6,2,26,No,0
1201,3,1,4,9,3195,528,44,4167,4,3,3,3,2,2,2,2,4,2,1,No,1
1202,2,3,2,3,3989,1320,93,20586,3,2,3,3,5,4,1,2,1,2,8,Yes,1
1203,2,3,1,3,3306,1495,87,26176,3,3,3,2,0,0,0,0,7,5,4,No,0
1204,2,3,3,5,7005,1395,48,3458,4,4,3,3,4,3,1,2,3,2,24,No,0
1205,1,3,1,7,2655,708,95,11740,3,3,3,3,9,7,7,7,2,3,7,Yes,1
1206,2,1,3,3,1393,1259,95,24852,2,3,3,3,1,0,0,0,1,2,2,Yes,0
1207,2,3,4,3,2570,786,76,11925,4,3,4,3,7,7,5,7,1,5,7,No,0
1208,2,5,4,2,3537,1441,94,23737,2,2,3,3,4,2,1,2,5,1,22,No,0
1209,2,3,1,3,3986,1157,57,11912,4,2,3,4,15,10,4,13,1,3,5,No,0
1210,2,3,3,5,10883,370,92,20467,4,1,4,4,1,0,0,0,3,2,1,No,0
1211,2,3,4,3,2028,267,79,13637,2,4,3,3,14,11,2,13,1,6,21,No,0
1212,1,3,3,1,9525,1278,31,7677,4,1,3,2,6,3,1,3,1,2,1,No,0
1213,2,1,4,2,2929,678,35,20338,4,2,3,3,10,9,8,7,1,3,19,No,0
1214,1,1,4,7,2275,427,99,25103,4,3,4,3,3,2,0,2,1,2,7,Yes,1
1215,2,1,4,5,7879,921,96,14810,4,4,3,3,8,7,6,7,1,2,2,No,1
1216,2,3,3,2,4930,146,79,13970,4,2,3,4,5,4,1,4,0,2,2,No,1
1217,1,3,4,1,7847,1179,73,6069,4,3,3,3,10,9,8,8,1,3,2,No,1
1218,2,3,4,2,4401,581,62,17616,3,4,3,3,5,3,0,4,1,1,9,No,0
1219,1,4,4,1,9241,918,35,15869,3,3,3,3,10,8,8,7,1,3,6,No,0
1220,2,3,3,3,2974,1082,43,25412,3,3,3,3,5,3,1,2,9,2,9,No,0
1221,1,1,3,7,4502,530,51,7439,4,3,3,2,13,7,6,7,3,2,2,No,0
1222,2,1,2,5,10748,1238,74,3395,3,2,4,2,23,15,14,4,3,3,1,No,0
1223,3,6,2,9,1555,240,58,11585,3,1,3,3,1,0,0,0,1,2,22,Yes,0
1224,1,1,4,1,12936,1093,82,24164,3,1,3,1,23,5,14,10,7,3,9,Yes,0
1225,2,3,3,3,2305,390,62,6217,3,1,3,4,3,2,0,2,1,3,17,No,0
1226,2,5,1,8,16704,1005,48,17119,2,2,3,3,21,6,8,6,1,2,28,No,0
1227,2,1,4,2,3433,585,56,17360,3,3,3,2,5,2,1,3,6,3,10,No,0
1228,2,1,3,3,3477,741,69,18103,3,3,3,4,5,2,0,3,1,2,2,No,0
1229,3,6,4,9,6430,552,60,20794,2,1,3,3,3,2,1,2,6,4,4,No,0
1230,2,1,1,4,6516,369,92,5041,1,3,3,3,1,0,0,0,2,3,8,No,1
1231,2,3,2,3,3907,506,91,3622,1,3,3,4,6,2,1,2,1,2,29,No,0
1232,2,1,3,5,5562,717,34,9697,2,3,3,3,10,7,0,9,6,3,13,No,0
1233,2,1,3,4,6883,1370,49,5151,3,3,3,3,7,7,0,7,2,3,27,No,0
1234,2,1,2,2,2862,793,33,3811,4,3,3,2,10,0,0,8,1,2,16,No,0
1235,1,4,3,1,4978,543,87,3536,2,3,3,1,1,0,0,0,7,3,2,No,0
1236,1,1,4,1,10368,1277,74,5596,4,3,3,2,10,6,0,3,4,5,2,No,1
1237,1,4,5,1,6134,1456,96,8658,1,2,3,3,2,2,2,2,5,3,13,Yes,1
1238,1,1,1,1,6735,964,34,12147,2,1,3,3,0,0,0,0,6,2,1,Yes,0
1239,2,3,2,3,3295,160,51,12862,2,3,3,1,3,2,1,2,1,3,4,No,0
1240,2,5,2,4,5238,163,30,6670,4,3,4,2,5,4,1,4,2,3,24,No,0
1241,2,1,4,3,6472,792,77,8989,4,3,3,3,9,8,5,8,1,2,1,No,1
1242,1,1,4,1,9610,371,80,3840,3,1,3,1,4,3,0,2,3,2,19,No,0
1243,1,3,3,6,19833,611,88,4349,2,3,3,2,21,8,12,8,1,3,7,No,0
1244,3,1,4,9,9756,176,56,6595,3,1,4,4,5,0,0,3,4,2,4,No,0
1245,2,5,3,2,4968,1312,78,26427,1,2,3,3,9,7,0,7,0,2,2,No,0
1246,3,3,4,9,2145,897,59,2097,4,3,3,3,2,2,2,1,0,2,10,No,0
1247,3,6,4,9,2180,600,66,9732,4,2,3,2,4,2,1,2,6,0,8,Yes,0
1248,1,5,4,1,8346,1003,51,20943,3,3,3,3,5,2,0,2,1,3,5,No,0
1249,2,3,4,2,3445,1054,67,6152,4,3,3,2,6,2,1,4,1,5,8,No,0
1250,1,4,4,7,2760,428,52,14630,2,1,3,3,2,2,2,2,1,3,9,Yes,0
1251,2,1,4,5,6294,461,70,23060,3,4,3,4,3,2,0,2,8,5,1,No,1
1252,1,4,1,1,7140,979,94,3088,1,2,3,3,7,7,1,7,2,2,15,No,0
1253,2,3,3,2,2932,181,97,5586,4,4,3,3,5,0,1,2,0,3,2,No,1
1254,1,4,4,1,5147,1283,62,10697,2,3,3,2,11,7,1,7,8,2,2,No,0
1255,1,4,3,1,4507,1313,80,8191,4,3,3,4,5,1,0,4,3,1,11,No,0
1256,1,1,4,1,8564,211,74,10092,1,3,4,2,0,0,0,0,2,2,16,Yes,1
1257,2,3,1,3,2468,594,75,15963,2,2,3,2,6,1,0,5,4,4,2,No,0
1258,1,4,3,1,8161,1079,70,19002,3,3,3,3,1,0,0,0,2,2,16,Yes,0
1259,2,5,4,2,2109,590,91,10007,1,2,3,3,1,0,0,0,1,2,4,No,0
1260,2,1,4,5,5294,305,58,9128,3,4,3,3,7,0,1,7,3,3,16,No,0
1261,2,5,3,2,2718,953,65,17674,2,3,3,3,7,7,0,7,2,3,5,No,0
1262,2,3,4,5,5811,833,60,24539,4,1,3,3,1,0,1,0,3,2,18,No,1
1263,2,5,4,2,2437,807,38,15587,3,2,3,3,1,0,0,0,9,4,17,Yes,1
1264,2,3,4,3,2766,855,57,8952,2,3,4,2,5,3,0,4,8,6,12,No,0
1265,2,3,4,8,19038,478,60,19805,1,2,3,3,1,0,0,0,8,2,2,No,0
1266,2,5,4,2,3055,775,90,6194,2,3,3,2,9,8,1,7,5,2,4,No,0
1267,2,1,3,3,2289,548,94,20520,1,3,4,3,5,3,0,4,1,2,9,No,0
1268,1,1,4,1,4001,1375,87,12313,3,3,3,3,15,14,0,7,1,3,10,No,1
1269,2,3,3,4,12965,661,60,22308,3,2,4,2,3,2,0,2,4,2,1,No,1
1270,3,1,4,9,3539,244,97,5033,4,3,3,3,9,7,1,8,0,5,2,No,0
1271,1,1,1,1,6029,511,32,25353,4,1,3,3,2,2,2,2,5,3,3,No,0
1272,1,4,2,7,2679,337,31,4567,2,3,3,3,1,0,1,0,1,3,7,Yes,0
1273,2,2,1,3,3702,1153,40,16376,3,2,3,3,5,4,0,4,1,3,6,No,0
1274,2,3,2,3,2398,1294,79,15999,1,3,3,3,1,0,0,0,1,6,8,Yes,1
1275,1,4,3,1,5468,196,91,13402,4,2,3,3,12,7,5,7,1,3,29,No,0
1276,2,5,4,6,13116,942,53,22984,3,3,3,3,2,2,2,2,2,2,3,No,0
1277,1,4,1,1,4189,589,46,8800,2,2,3,3,5,2,0,3,1,2,9,No,0
1278,2,3,3,8,19328,734,46,14218,4,3,3,3,2,1,2,2,7,3,2,No,1
1279,2,1,4,5,8321,1383,90,25949,1,3,3,3,12,8,5,7,7,1,10,No,1
1280,2,3,1,2,2342,429,99,11092,2,3,3,2,5,3,2,3,1,2,1,Yes,1
1281,3,2,1,9,4071,1239,89,12832,2,3,3,2,10,0,4,7,2,4,8,No,0
1282,1,1,4,1,5813,303,84,13492,4,3,3,3,10,7,7,7,1,2,27,Yes,1
1283,2,1,3,2,3143,867,90,6076,1,4,3,3,10,8,7,6,6,1,8,No,0
1284,2,1,4,2,2044,1181,82,5531,4,3,3,4,5,3,0,3,1,6,1,No,0
1285,2,3,2,8,13464,1253,65,7914,3,3,4,3,4,3,2,2,7,3,10,No,0
1286,1,1,1,1,7991,849,98,25166,2,2,3,3,2,2,2,2,8,3,26,No,0
1287,2,1,1,3,3377,616,99,25605,1,3,3,2,4,3,0,2,4,5,2,No,0
1288,2,3,4,5,5538,1128,95,5696,1,4,3,2,0,0,0,0,5,2,13,No,0
1289,2,3,1,4,5762,1180,90,24442,4,3,3,3,7,7,1,7,2,6,2,No,0
1290,3,6,4,9,2592,1336,100,7129,2,3,3,3,11,10,3,8,5,3,2,No,0
1291,2,1,3,3,5346,234,93,6208,1,3,3,2,7,1,0,7,4,3,9,Yes,0
1292,2,3,3,4,4213,370,58,4992,1,3,3,1,10,3,0,8,1,4,10,Yes,0
1293,1,1,4,1,4127,766,83,19188,4,3,3,3,2,1,2,2,2,6,20,No,0
1294,2,1,4,2,2438,343,52,24978,3,3,3,2,3,2,1,2,4,2,9,No,0
1295,2,1,4,5,6870,447,85,15530,2,4,3,1,3,2,1,2,3,3,5,No,0
1296,1,4,2,1,10447,796,81,26458,3,3,3,4,22,14,13,5,0,3,4,No,1
1297,2,3,4,4,9667,1092,64,2739,3,3,3,3,7,7,0,2,9,3,10,No,0
1298,3,3,1,9,2148,920,69,6889,2,3,3,3,5,1,1,4,0,3,20,Yes,1
1299,2,3,1,5,8926,261,66,10842,2,3,4,4,9,7,3,7,4,2,21,Yes,0
1300,2,1,4,5,6513,1194,52,9060,4,3,3,3,5,3,0,3,4,3,1,No,0
1301,1,5,1,1,6799,810,92,22128,3,4,4,3,10,8,4,8,1,5,8,No,0
1302,1,3,4,6,16291,350,52,22577,2,3,4,2,16,9,14,14,4,0,2,No,0
1303,2,3,3,3,2705,185,91,9696,3,1,3,4,5,4,0,3,0,2,23,No,0
1304,2,1,4,4,10333,1001,92,19271,2,2,3,3,22,11,14,10,8,4,4,No,1
1305,2,1,4,5,4448,750,47,10748,1,3,3,3,7,4,7,7,2,3,12,No,0
1306,2,3,3,2,6854,431,68,15696,4,3,3,2,7,1,1,7,4,2,7,No,0
1307,1,4,3,1,9637,1125,68,8277,1,3,3,3,3,2,2,2,2,3,7,No,0
1308,2,3,4,2,3591,1217,67,12719,1,3,4,3,3,2,1,2,1,3,1,No,0
1309,1,4,3,7,5405,723,77,4244,4,1,4,2,4,2,0,3,2,4,2,No,1
1310,1,3,4,1,4684,572,46,9125,4,3,3,3,5,3,1,2,1,4,10,No,0
1311,2,1,3,8,15787,1216,87,21624,3,3,3,3,2,2,2,2,2,3,15,No,1
1312,2,3,4,2,1514,1431,33,8018,3,3,3,1,0,0,0,0,1,4,14,No,0
1313,3,6,5,9,2956,359,89,21495,1,4,3,3,1,0,0,0,0,4,18,Yes,0
1314,3,6,4,9,2335,350,56,3157,1,2,3,3,2,2,2,0,4,3,13,Yes,1
1315,1,1,3,1,5154,589,67,19665,3,3,4,4,8,7,5,7,4,3,2,No,0
1316,2,2,3,2,6962,430,73,19573,2,3,4,3,1,0,0,0,4,2,2,No,1
1317,1,1,3,1,5675,1422,92,19246,4,3,4,3,7,7,7,7,1,5,2,No,0
1318,2,1,1,3,2379,1297,53,19826,4,3,3,2,5,4,0,2,0,3,5,No,1
1319,2,3,2,3,3812,574,40,7003,4,3,3,4,11,8,3,10,1,3,20,No,0
1320,1,4,3,1,4648,1318,79,26075,4,3,3,4,0,0,0,0,8,2,10,No,0
1321,2,5,3,2,2936,355,38,6161,3,3,4,2,6,3,3,3,3,1,10,No,0
1322,2,1,3,3,2105,207,64,5411,3,3,3,3,2,2,2,0,4,2,9,No,0
1323,2,1,1,4,8578,706,82,19989,4,3,3,2,9,8,4,7,3,4,2,No,0
1324,3,1,1,9,2706,280,43,10494,4,3,3,3,3,2,2,2,1,2,1,No,0
1325,2,1,2,5,6384,726,93,21143,3,1,3,3,7,0,1,6,8,3,29,No,0
1326,2,1,4,3,3968,1142,81,13624,3,3,3,3,0,0,0,0,4,3,8,No,0
1327,1,4,3,1,9907,414,82,26186,2,2,3,2,2,2,2,2,7,3,2,Yes,1
1328,1,5,4,1,13225,1319,45,7739,1,4,3,3,19,17,2,8,2,5,3,No,0
1329,1,3,2,7,3540,728,36,7018,3,2,4,3,9,8,5,8,1,5,23,No,0
1330,3,3,2,9,2804,352,87,15434,2,2,3,3,1,0,0,0,1,3,6,No,0
1331,2,3,4,6,19392,823,81,22539,3,2,3,3,16,12,6,14,7,2,6,No,0
1332,2,1,4,8,19665,1224,91,13583,2,2,3,3,22,10,12,9,4,3,10,No,0
1333,2,1,1,2,2439,459,73,14753,4,2,4,2,1,0,1,0,1,3,24,Yes,1
1334,1,1,4,1,7314,1254,64,14011,2,3,4,3,8,7,0,7,5,2,10,Yes,0
1335,2,1,4,2,4774,1131,77,23844,1,2,3,2,7,6,7,3,0,2,15,No,0
1336,2,2,3,2,3902,835,41,5141,4,3,3,3,2,2,2,2,8,2,19,No,0
1337,2,5,3,2,2662,836,98,7975,4,2,4,4,5,2,0,4,8,2,2,No,0
1338,1,3,4,7,2856,1172,78,3692,2,3,3,3,1,0,0,0,1,3,3,No,0
1339,1,3,4,7,1081,945,89,16019,4,3,3,2,1,0,0,0,1,3,9,Yes,0
1340,2,1,2,2,2472,391,75,26092,2,3,4,3,1,0,0,0,1,2,7,Yes,1
1341,1,5,3,1,5673,1266,63,6060,3,2,3,3,10,9,1,7,1,4,10,No,1
1342,2,1,4,3,4197,311,89,18624,3,3,3,3,10,8,0,2,1,2,20,No,0
1343,1,1,4,1,9713,1480,64,24444,4,3,3,3,5,3,1,0,2,3,4,No,1
1344,2,1,4,3,2062,592,59,19384,1,3,3,3,3,2,1,2,3,2,7,No,0
1345,2,3,3,2,4284,783,78,13588,1,3,4,3,5,3,0,4,5,2,7,No,1
1346,2,2,1,4,4788,219,44,25388,2,2,3,3,3,2,0,2,0,2,16,No,1
1347,2,1,1,4,5906,556,93,23888,4,2,3,2,9,8,3,8,0,2,25,No,0
1348,3,6,2,9,3886,1213,94,4223,4,2,4,2,10,1,0,8,1,2,2,No,0
1349,2,1,3,6,16823,1137,98,18991,1,3,3,3,19,7,11,16,2,3,1,No,0
1350,2,1,1,2,2933,482,90,14908,3,2,3,2,1,0,1,0,1,3,1,No,1
1351,1,3,1,1,6500,511,89,26997,3,4,3,2,8,7,0,7,0,5,2,No,0
1352,2,3,4,6,17174,117,58,2437,4,3,3,3,22,17,4,7,3,3,22,No,0
1353,2,1,3,5,5033,170,78,9364,1,4,3,3,2,0,2,2,2,5,1,No,0
1354,2,5,3,2,2307,967,85,14460,1,1,4,3,5,2,3,0,1,2,16,Yes,1
1355,2,1,1,3,2587,1162,97,10261,4,3,3,3,4,2,1,0,1,3,24,Yes,0
1356,1,4,1,1,5507,335,33,16822,2,2,3,1,4,2,1,3,2,1,17,No,0
1357,1,4,4,1,4393,337,54,26841,2,3,4,3,5,4,1,4,5,3,8,No,0
1358,2,3,4,8,13348,1396,83,14842,1,3,3,4,13,7,5,7,9,3,6,No,0
1359,1,3,1,1,6583,1079,86,20115,4,3,3,3,5,2,1,4,2,2,10,No,1
1360,1,3,2,1,8103,735,75,16495,4,2,3,2,4,2,0,1,3,3,3,No,1
1361,2,3,4,3,3978,471,62,16031,3,4,3,2,2,2,2,2,8,0,4,No,0
1362,2,2,4,3,2544,1096,61,7102,4,4,3,3,7,7,7,7,0,3,6,No,0
1363,2,3,3,5,5399,1297,44,14511,3,3,3,3,4,2,0,3,4,3,1,No,0
1364,1,4,3,1,5487,217,43,10410,3,3,3,2,10,4,0,9,1,2,10,No,0
1365,1,1,1,1,6834,783,42,19255,4,2,3,3,7,7,0,7,1,2,1,No,1
1366,1,5,4,7,1091,746,45,10642,1,4,3,3,1,0,0,0,1,3,24,Yes,0
1367,1,1,3,1,5736,1251,32,3987,3,1,3,3,3,2,1,2,6,1,21,No,0
1368,2,5,3,2,2226,1354,41,6073,2,3,3,2,5,3,1,2,1,3,2,No,0
1369,2,2,3,2,5747,735,86,26496,4,2,3,3,15,10,6,11,1,3,22,No,1
1370,1,4,1,1,9854,1475,84,23352,3,3,3,3,2,0,2,2,3,0,13,Yes,1
1371,2,5,3,2,5467,1169,64,2125,2,3,3,4,8,7,1,7,8,4,14,No,0
1372,1,4,5,1,5380,1443,89,20328,1,2,3,3,0,0,0,0,4,3,11,No,0
1373,2,3,1,4,5151,867,87,12315,1,3,4,3,10,0,7,9,1,3,9,No,0
1374,2,3,4,2,2133,1394,58,18115,2,2,3,3,20,11,0,7,1,3,8,No,1
1375,1,1,4,6,17875,605,72,11761,4,3,3,2,1,0,0,0,4,2,21,No,1
1376,2,1,1,2,2432,238,47,15318,3,4,3,3,4,1,0,3,3,2,5,Yes,1
1377,2,1,1,2,4771,1206,71,14293,4,3,3,4,5,2,0,3,2,0,9,No,0
1378,2,1,2,8,19161,1064,42,13738,4,3,3,3,5,4,4,3,3,3,2,No,0
1379,1,4,3,1,5087,419,77,2900,4,3,3,3,0,0,0,0,3,4,12,No,1
1380,3,6,4,9,2863,1337,58,19555,2,2,3,3,1,0,0,0,1,2,22,Yes,0
1381,1,3,3,1,5561,682,71,15975,1,3,3,1,5,3,0,4,0,2,18,No,0
1382,2,3,4,2,2144,1103,49,2122,3,3,3,2,5,3,1,4,1,3,16,No,0
1383,2,3,1,2,3065,976,48,3995,1,3,3,4,4,2,2,3,1,3,3,No,1
1384,2,1,3,3,2810,1351,66,9238,2,4,4,3,5,4,0,2,1,3,9,No,0
1385,1,4,4,1,9888,937,32,6770,4,3,4,2,14,8,2,1,1,3,1,No,0
1386,1,3,3,1,8628,1239,39,22914,3,3,3,2,8,7,1,1,1,2,13,No,0
1387,2,3,4,3,2867,157,95,20006,1,3,3,2,7,7,7,6,0,6,1,No,0
1388,2,1,4,5,5373,136,89,6225,1,3,3,2,5,3,0,2,0,5,1,No,0
1389,2,3,3,5,6667,1146,34,16542,4,3,3,3,5,1,1,2,5,6,15,No,0
1390,2,1,4,2,5003,1125,48,5771,1,1,4,3,10,8,8,7,1,6,1,No,0
1391,2,5,4,3,2367,1404,32,18779,4,2,3,2,4,1,0,3,5,2,17,Yes,0
1392,1,1,4,7,2858,1404,59,11473,1,2,3,2,1,0,0,0,4,3,1,No,0
1393,1,1,3,1,5204,1224,55,13586,4,3,3,3,10,8,0,9,1,2,7,No,1
1394,1,4,4,1,4105,954,44,5099,4,3,3,3,7,7,0,7,1,5,9,No,0
1395,2,1,3,4,9679,1373,56,10138,4,2,4,3,1,0,0,0,8,1,5,No,0
1396,1,4,3,1,5617,754,63,21075,4,3,3,3,10,7,0,8,1,4,26,Yes,1
1397,1,1,3,1,10448,1168,66,5843,1,3,3,2,2,2,2,2,6,2,24,Yes,1
1398,2,1,1,2,2897,155,67,22474,3,3,3,2,4,3,2,3,3,6,9,No,0
1399,2,1,1,5,5968,1303,36,18079,3,3,4,3,9,7,2,8,1,2,7,No,0
1400,2,1,4,5,7510,574,30,16873,3,3,3,3,10,9,0,9,1,1,11,No,0
1401,3,2,3,9,2991,1444,88,5224,2,3,3,3,6,2,1,2,0,2,1,No,1
1402,3,6,3,6,19636,189,71,25811,2,4,3,3,10,9,1,4,4,0,26,No,1
1403,2,3,2,3,1129,1276,59,17536,4,1,3,3,1,0,0,0,1,4,2,No,1
1404,1,4,3,1,13341,119,77,25098,1,3,3,3,20,8,11,10,0,3,15,No,0
1405,2,1,1,2,4332,335,37,14811,3,2,3,3,20,9,3,7,1,2,23,No,0
1406,2,3,4,8,11031,697,40,26862,3,3,4,4,11,7,4,8,4,2,10,No,0
1407,2,3,4,4,4440,157,77,25198,1,3,3,3,5,2,1,4,6,3,10,No,1
1408,2,1,1,5,4617,771,45,14120,3,2,3,2,4,3,1,2,1,2,1,No,0
1409,2,2,1,3,2647,571,78,13672,4,3,3,4,5,2,1,4,1,6,12,No,0
1410,2,5,4,3,6323,692,73,26849,3,3,3,4,10,9,9,4,1,2,11,No,0
1411,1,4,1,1,5677,444,92,4258,2,3,3,3,11,8,5,10,3,4,2,No,0
1412,3,6,4,9,2187,309,82,19655,2,3,3,3,2,0,1,2,4,3,2,No,0
1413,2,3,1,3,3748,911,76,4077,2,3,3,2,12,8,1,7,1,6,1,No,0
1414,2,2,2,3,3977,977,57,7298,3,3,3,2,2,2,0,2,6,2,2,No,1
1415,2,3,4,5,8633,1180,84,13084,3,3,4,3,17,14,12,11,2,3,25,No,0
1416,2,3,1,3,2008,1313,59,20439,3,2,3,2,1,1,0,0,1,2,1,No,0
1417,1,1,3,1,4440,1321,86,7636,2,3,3,3,15,13,5,8,0,3,1,No,0
1418,1,1,1,7,3067,1154,54,6393,3,3,3,3,2,2,1,2,0,1,2,No,0
1419,2,1,3,4,5321,508,72,14284,3,2,3,3,8,3,7,7,2,1,6,No,0
1420,2,1,3,2,5410,557,35,11189,1,3,3,2,4,3,1,2,6,3,18,No,1
1421,2,1,4,2,2782,642,76,21412,4,3,4,3,5,3,1,0,3,3,1,No,0
1422,2,3,2,8,11957,1162,98,17231,2,3,3,1,13,8,5,12,0,3,1,No,0
1423,2,3,3,3,2660,1490,43,20232,3,3,3,3,2,2,2,2,7,3,11,No,1
1424,2,1,1,2,3375,581,63,17624,3,3,3,4,3,2,1,2,0,2,1,No,0
1425,2,3,3,2,5098,1395,48,18698,3,3,3,3,10,7,0,8,1,5,9,No,0
1426,2,3,1,5,4878,501,95,21653,4,3,3,3,9,7,8,1,0,6,15,No,1
1427,2,1,3,3,2837,267,49,15919,2,2,3,3,6,2,4,1,1,3,29,No,0
1428,2,1,3,3,2406,543,83,4060,4,3,3,2,1,0,0,0,8,3,1,No,0
1429,1,3,3,7,2269,234,68,18024,2,2,3,3,2,2,2,2,0,2,1,No,0
1430,2,1,2,2,4108,116,52,5340,4,3,3,3,7,7,1,7,7,2,24,No,0
1431,2,3,4,8,13206,201,99,3376,3,1,3,3,18,16,1,11,3,3,10,No,0
1432,1,4,3,1,10422,801,48,24032,4,3,3,3,14,10,5,7,1,3,1,No,0
1433,2,1,4,8,13744,161,42,15471,4,4,4,3,16,11,6,8,1,2,10,No,1
1434,1,2,1,1,4907,1382,85,13684,3,3,4,2,5,3,0,4,0,3,8,No,1
1435,1,1,3,7,3482,585,40,19788,4,3,3,2,9,8,0,0,2,3,29,No,0
1436,2,3,4,2,2436,1037,42,13422,4,3,3,3,4,3,1,2,6,2,1,No,1
1437,1,3,2,7,2380,501,58,25479,1,3,3,3,2,2,1,2,1,6,5,No,1
1438,2,1,4,6,19431,105,87,15302,4,3,3,2,6,0,1,3,2,3,9,No,0
1439,1,4,4,7,1790,638,33,26956,1,3,3,2,1,0,1,0,1,3,9,Yes,0
1440,1,3,4,1,7644,557,94,12695,4,2,3,3,9,7,3,4,0,2,3,No,0
1441,2,1,1,4,5131,688,97,9192,2,3,3,3,4,2,0,2,7,3,4,No,0
1442,2,1,3,5,6306,667,57,26236,3,3,4,2,13,12,1,9,1,2,1,No,0
1443,2,3,3,2,4787,1092,36,26124,4,3,3,4,2,2,2,2,9,3,1,Yes,1
1444,2,1,4,6,18880,300,56,17312,3,3,3,2,22,6,4,14,5,2,2,No,0
1445,2,5,1,3,2339,310,72,3666,3,3,3,1,10,9,9,8,8,4,7,Yes,0
1446,2,1,3,4,13570,582,60,5640,2,2,4,3,20,7,0,10,0,3,28,No,0
1447,1,4,4,1,6712,704,95,8978,3,2,4,3,8,7,1,7,1,2,28,No,0
1448,1,4,3,1,5406,301,88,10436,4,1,4,2,15,12,11,11,1,4,15,No,0
1449,1,1,4,1,8938,930,57,12227,2,2,3,3,5,4,0,4,2,5,3,No,0
1450,2,5,4,2,2439,529,78,11288,1,3,3,3,4,2,1,2,1,4,2,No,0
1451,3,1,3,9,8837,1146,31,16642,4,3,3,3,9,0,1,7,1,2,26,No,1
1452,1,1,1,1,5343,345,100,5982,4,3,3,3,10,7,1,9,1,1,10,No,0
1453,1,1,3,1,6728,878,94,14255,3,3,3,3,6,3,0,1,7,3,1,Yes,0
1454,1,4,3,1,6652,1120,100,14369,4,2,3,2,6,3,0,0,4,2,11,No,0
1455,1,1,4,1,4850,374,50,23333,3,3,3,3,5,3,0,1,8,3,20,No,0
1456,2,1,3,2,2809,1322,52,2725,3,2,3,3,2,2,2,2,2,2,2,No,0
1457,2,1,3,5,5689,1199,80,24594,3,3,3,4,10,2,0,2,1,2,18,No,1
1458,2,3,3,2,2001,1194,98,12549,3,3,3,3,5,3,0,2,2,2,2,No,0
1459,2,1,3,2,2977,287,62,8952,4,1,3,3,4,3,1,1,1,5,1,No,0
1460,2,2,1,3,4025,1378,46,23679,2,2,3,3,4,3,0,3,4,2,13,No,1
1461,2,3,3,2,3785,468,73,8489,1,2,3,1,5,4,0,4,1,3,28,No,0
1462,1,4,4,1,10854,410,39,16586,1,2,3,3,3,2,2,0,4,3,28,Yes,1
1463,1,4,2,1,12031,722,60,8828,4,2,3,2,20,9,9,6,0,2,24,No,0
1464,2,3,4,4,9936,325,74,3787,1,3,3,3,9,4,1,7,0,2,5,No,0
1465,1,2,4,7,2966,1167,30,21378,3,2,3,3,4,2,0,0,0,2,5,No,0
